ຈ່າຍຕະຫລາດ,pay for provisions,chay ta lat,v
ຈ່າຍຕະຫລາດ,do the marketing,chay ta lat,v
ຈ່າຍຖະຫລຳ,make a mistake in payment,chay tha lom,v
ຈ່າຍຖະຫຼຳ,make a mistake in payment,chay tha lom,v
ຈ່າຍທົດລອງ,prepay,chay thod long,v
ຈ່າຍບໍ່ໄດ້,unable to be payment,chay bor dai,v
ຈ່າຍຜິດ,make a mistake in payment,chay fit,v
ຈ່າຍລ່ວງຫນ້າ,pay in advance,chay luang na,v
ຈ້າຍ,line,chay,n
ຈ້າຍ,chain,chay,n
ຈ້າຍ,range (as mountains),chay,n
ຈ້າຍພູ,mountain range,chay phu,n
ຈ້າຍລ່າງ,the banker who goes broke in a gambling game,chay lang,n
ຈຸ້ຍ,make a movement of the mouth,chuy,v
ໂຈ່ຍໂລ່ຍ,long and falling gently,choy loy,adj
ໂຈ່ຍໂລ່ຍ,as a fuze,choy loy,adj
ຈານ,plate,chan,n
ຈານສຽງ,record (music),chap sieng,n
ຈານນ້ອຍ,small plate,chan noy,n
ຈາມ,sneeze,cham,v
ຈາມຈຸຣີ,rain tree,cham chu ri,n
ຈາມຈຸຣີ,anima,cham chu ri,n
ຈາມຈຸຣີ,the yak,cham chu ri,n
ຈ່າມ,fashion tresses of bamboo with reeds or grass to form sections of siding for houses,cham,v
ຈ່າມຂ້າຈ່າມຕາຍ,threaten to kill,cham kha cham tai,idiom
ຈາວ,even,chao,n
ຈາວ,a tied game,chao,n
ຈາວກັນ,be even,chao kan,v
ຈາວກັນ,tied in a game,chao kan,v
ຈາວກັນ,lie score,chao kan,v
ຈາວໝາກພ້າວ,the coconut heart plant having edible globular fruit,chao mak phao,n
ຈ່າວ,advertise for sale,chao,v
ຈ່າວຂາຍ,advertise and sell,chao kai,v
ຈ້າວ,mandarin or white rice,chao,n
ຈ້າວເຂົ້າ,steam mandarin rice (rare),chao khao,v
ຈ້າວຫນຽວ,steam glutinous rice (rare),chao naov,v
ຈ້າວໜຽວ,steam glutinous rice (rare),chao naov,v
ຈິກ,pick,chik,v
ຈິກນ້ຳມັນ,extract oil from oleaginous,chik nam man,v
ຈິກເຮືອ,caulk a boat,chik heu,v
ຈິກຈອກ,fox,chik chok,n
ຈິກຈອກ,wild dog,chik chok,n
ຈິກດົງ,hardwood tree,chik dong,n
ຈິກປິກ,dumfounded,chik phik,adj
ຈີກ,tear,chik,v
ຈີກຫົວ,pull hair (regional),chik hua,v
ຈີກອອກ,tear out (slang),chik oak,v
ຈື້ກ,servant (sam Neua),cheuk,n
ຈິງ,TRUE,ching,adv
ຈິງ,truly,ching,adv
ຈິງໃຈ,sincerely,ching chay,adv
ຈິງຈັງ,Absolutely! Indeed!,ching chang,adv
ຈິງໆບໍ່,Really?,ching ching bor,adv
ຈິງຢູ່,very true,ching yu,adv
ຈິງໂຈ້,kangaroo,ching cho,n
ຈິງຈໍ,bindweed,ching chor,n
ຈິ່ງ,will,ching,aux
ຈິ້ງ,small basket used to measure paddy rice,ching,n
ຈິ້ງຈອກ,fox,ching chok,n
ຈີງດົງ,hardwood tree,ching dong,n
ຈາດ,a type of small,chat,n
ຈ້າດ,sizzling sound,chat,n
ຈ້າດ,as frying,chat,n
ຈິດ,mind,chit,n
ຈິດ,heart,chit,n
ຈິດ,soul,chit,n
ຈິດ,spirit,chit,n
ຈິດໃຈ,mind,chit chay,n
ຈິດໃຈ,heart will,chit chay,n
ຈິດ້າມ,feebleminded,chit sam,adj
ຈິດບໍ່ພໍ,lacking intelligence or reason,chit bot phor,adj
ຈິດບົກພ່ອງ,abnormal mentality,chit bok phong,n
ຈິດຕະກາທານ,crematorium,chit ta ka than,n
ຈິດຕະກາທານ,funeral pyre,chit ta ka than,n
ຈິດຕະກອນ,artist,chit ta kon,n
ຈິດຕະກອນ,painter,chit ta kon,n
ຈິດຕະກອນ,draftsman,chit ta kon,n
ຈິດຕະກັມ,drawing,chit ta kom,n
ຈິດຕະກັມ,painting,chit ta kom,n
ຈິດຕະເຈດ,will,chit ta chaet,n
ຈິດຕະເຈດ,volition,chit ta chaet,n
ຈິດຕະໂຈນ,lover (thief of hearts),chit ta chon,n
ຈິດຕະສາດ,psychi science,chit ta sat,n
ຈິດຕະນາດ,lover (master of one’s heart),chit ta nat,n
ຈິດຕະພາວະນາ,training of the mind,chit ta pha va na,n
ຈິດຕະຣະ,painting,chit ta ra,n
ຈິດຕະຣະ,art,chit ta ra,n
ຈິດຕະຣະກົມມະພົນ,colorful material,chit ta ra kom ma phon,n
ຈິດຕະຣະຕູລີກາ,painter’s brush,chit ta ra tu li ka,n
ຈິດຕະຣະປາທາ,one having stripes on the feet and claws,chit ta ra pha tha,n
ຈິດຕະຣະພັດ,a kind of cloth of the best weave,chit ta ra phat,n
ຈິດຕະຣະພາດ,orator,chit ta ra phat,n
ຈິດຕະຣະເມກຂະລະ,"one having vari-colored feathers, i",chit ta ra mak kha la,n
ຈິດຕະຣະລະດາ,name of the garden of Indra,chit ta ra la da,n
ຈິດຕະຣະລະດາ,noted for its celestial vines,chit ta ra la da,n
ຈິດຕະຣະລິຂິດ,painted or decorated with color,chit ta ra li khit,adj
ຈິດຕະຣະເລຂາ,engraving,chit ta ra lae kha,n
ຈິດຕະຣະເລຂາ,painting,chit ta ra lae kha,n
ຈິດຕະຣະວິຈິດ,colored with many colors,chit ta ra vi chit,adj
ຈິດຕະຣະວິທະຍາ,art of painting,chit ta ra vi tha nya,n
ຈິດຕະຣະຈຸນ,twisted,chit ta ra chut,n
ຈິດຕະຣະເສນ,one having a bright spear,chit ta ra saen,n
ຈິດຕະຣະຄານ,theater,chit ta khan,n
ຈິດຕະຣາດ,heart,chit ta rat,n
ຈິດຕະວິທະຍາ,psychology,chit ta vi tha nya,n
ຈິດຕະວິພາກ,psychoanalysis,chit ta vi phak,n
ຈິດຕະເວດທະນາ,spiritual sadness,chit ta vaet tha na,n
ຈິດຕະເວດວິທະຍາ,psychiatry,chit ta vaet vi tha nya,n
ຈິດຕະວິປະລາດ,psychosis,chit ta vi pha lat,n
ຈິດຕານຸພາບ,will power,chit ta nu phap,n
ຈິດຫນື່ງໃຈດຽວ,solidarity,chit neung chay diav,n
ຈິດໜື່ງໃຈດຽວ,solidarity,chit neung chay diav,n
ຈິດບໍລິສຸດ,innocent or pure spirit,chit bor li sot,n
ຈິດວິປະລາດ,psychosis,chit vi pha lat,n
ຈິດອົນລະວົນ,disoriented,chit aon la von,adj
ຈີດ,seal (archaic),chit,n
ຈືດ,not salted,cheut,adj
ຈືດຈາງ,unsalted,cheut chang,adj
ຈືດຈາງ,diluted,cheut chang,adj
ຈິບຫາຍ,ruin,chip hay,v
ຈີກ,tear,chek,v
ຈິນ,think,chin,v
ຈິນ,imagine,chin,v
ຈິນດາ,think,chin da,v
ຈິນດາ,imagine (high),chin da,v
ຈິນດາມະນີ,sucess due to thought,chin da ma ni,n
ຈິນດາໄມ,sucess due to thought,chin da mai,n
ຈິນຕະນາ,thougt,chin ta na,n
ຈິນຕະນາ,reflection,chin ta na,n
ຈິນຕະນາ,"thougt, reflection, meditation",chin ta na,n
ຈິນຕະນາການ,imagination,chin ta na kan,n
ຈິນຕະພາບ,image in one’s thoughts,chin ta phap,n
ຈິນຕາມະຍະປັນຍາ,knowledge acquired by thought,chin ta ma nya phan nya,n
ຈິນດາມະນີ,miraculous,chin da ma ni,n
ຈິນຕະກະວີ,poet,chin ta ka vi,n
ຈິນຕະນິຍົມ,author of a romance or love story,chin ta ni nyom,n
ຈິນຕາຫນາ,sandalwood,chin ta na,n
ຈິນຕາໜາ,sandalwood,chin ta na,n
ຈີນ,China,chin,n
ຈີນແຜ່ນດິນໃຫຍ່,The Mainland China,chin paen din nyay,n
ຈີນແດງ,Communist or Red China,chin deng,n
ຈຶນ,fry,cheun,v
ຈື່ນ,be wet,cheun,v
ຈື່ນ,damp,cheun,v
ຈຶ່ງ,so,cheung,conj
ຈຶ່ງ,then,cheung,conj
ຈຶ່ງຈະ,then will,cheung cha,v
ຈຶ້ງ,fix hold fast (usually eyes),cheung,v
ຈຶ້ງພຶ້ງ,blocking by sheer size,cheung pheung,adj
ຈູງ,lead,chung,v
ຈູງມ້າ,lead a horse,chung ma,v
ຈູງແຂນ,take by the,chung khaen,v
ຈູງຄວາຍ,lead a buffalo by the nose,chung kai,v
ຈູງໃຈ,induce,chung chay,v
ຈູງໃຈ,persuade,chung chay,v
ຈູງດັງ,lead by the bridle or rope,chung dang,v
ຈູງຮູດັງ,lead by the nose,chung hu dang,v
ເຈັ້ງ,be ruined,cheng,v
ເຈ້ງ,submit to surrender,cheng,v
ເຈ້ງ,be vanquished,cheng,v
ຈື່,remember,cheu,v
ຈື່ດີ,remember well,cheu dee,v
ຈື່ໄວ້,hold in memory,cheu vai,v
ຈຸນ,support,chun,v
ຈຸນ,sustain,chun,v
ຈຸນ,uphoad,chun,v
ຈຸນຄ້ຳ,support,chun kham,v
ຈຸນຄ້ຳ,prop up,chun kham,v
ຈຸນເຈືອ,support,chun cheu,v
ຈຸນເຈືອ,subsidize,chun cheu,v
ຈຸນແຫ,mend a net,chun hae,v
ຈຸນລະ,very small,chun la,prefix:
ຈຸນລະ,micro-,chun la,prefix:
ຈຸນລະສັກກະຣາດ,the Chunla Era,chun la sak ka rat,n
ຈຸນລະສັກກະຣາດ,beginning,chun la sak ka rat,n
ຈຸນສີ,copper sulfate,chun si,n
ຈຸນທະການ,potter,chun tha kan,n
ຈຸນທະການ,potter’s wheel,chun tha kan,n
ຈຸນນີຍະບົດ,short Plai text introducing a sermon,chun ni nya bot,n
ຈຸນລະບິດາ,uncle,chun la bi da,n
ຈຸນລະບິດາ,younger brother of the father,chun la bi da,n
ຈຸນລະພາກ,punctuation mark,chun la phak,n
ຈຸນລະພາກ,"the comma (,)",chun la phak,n
ຈຸນລະພົນ,small,chun la phon,n
ຈຸນລະວັກ,sub-paragraph,chun la vak,n
ຈຸ່ນ,pretty,chun,adj
ຈຸ່ນ,lovable,chun,adj
ຈຸ່ນບຸ່ນ,pretty,chun bun,adj
ຈຸ່ນບຸ່ນ,lovable,chun bun,adj
ຈຸ່ນພູ່ນ,very,chun phun,adv
ຈຸ່ນພູ່ນ,much,chun phun,adv
ຈຸກ,have a stomach ache,chuk,v
ຈຸກຜາມ,illness of the stomach or pancreas,chuk fam,n
ຈຸກຈິກ,exigent,chuk chik,adj
ຈຸກຈິກ,annoying,chuk chik,adj
ຈຸດ,point,chout,n
ຈຸດ,spot,chout,n
ຈຸດສຳຄັນ,important or key point,chout,n
ຈຸດບົກພ່ອງ,weak point,chout bok phong,n
ຈຸດບົກພ່ອງ,bad point,chout bok phong,n
ຈຸດປະສົງ,objective,chout pha song,n
ຈຸດປະສົງ,aim,chout pha song,n
ຈຸດປະສົງ,intention,chout pha song,n
ຈຸດປະສົງ,purpose,chout pha song,n
ຈຸດໄຟ,light,chout phai,v
ຈຸດຫມາຍ,objective,chout may,n
ຈຸດໝາຍ,aim,chout may,n
ຈຸດໝາຍ,destination,chout may,n
ຈຸດຈົບ,"end,",chout chop,n
ຈຸດຈົບ,finish,chout chop,n
ຈຸດຈົບ,death,chout chop,n
ຈຸດສຸດທ້າຍ,last,chout sout thay,adj
ຈຸດຍຸດທະສາດ,strategic position,chout nyout tha sat,n
ຈຸດຍອດ,optimum point,chout nyot,n
ຈຸດຍຸດທະສາດ,optimum point,chout nyout tha sat,n
ຈຸດເດືອດ,boiling point,chout deut,n
ຈຸດຕາຍ,junction,chout tai,n
ຈຸດທົດສະນິຍົມ,decimal point,chout thot sa ni nyom,n
ຈຸດນ້ຳແຂງ,freezing point,chout num khaeng,n
ຈຸດກ້ອນ,freezing point,chout kon,n
ຈຸດນ້ຳຄ້າງ,dew point,chout num khang,n
ຈຸດຫນັກ,key point,chout nak,n
ຈຸດຫນັກ,important point,chout nak,n
ຈຸດຫມາຍປາຍທາງ,ultimate goal,chout may phay thang,n
ຈຸດຫມາຍປາຍທາງ,destination,chout may phay thang,n
ຈຸດຫລັກ,fixed point,chout luk,n
ຈຸດຫລົມແຫລວ,fusing or melting point,chout hlom hloew,n
ຈຸດຫຼັກ,fixed point,chout luk,n
ຈຸດຫຼົມແຫຼວ,fusing or melting point,chout hlom hloew,n
ຈຸດອາບໄຟ,ignition point,chout op fai,n
ຈຸດອ່ອນ,weak point,chout on,n
ຈຸດຮ່ວມ,assembly point,chout hom,n
ຈຸດຮ່ວມຂອງແສງ,focal point of a beam of light,chout hom khong seng,n
ຈຸດຕິ,die (of the gods),chout thi,v
ຈຸບ,soak,chup,v
ຈຸບຈິບ,frequently,chup chip,adv
ຈຸບຈິບ,"continually (as snacking with nuts, popcorn, candy, etc",chup chip,adv
ຈຸມກຽງປ່າ,tree,chum kiang pa,n
ຈຸມພິດ,kiss,chum phit,v
ຈຸມພົດ,ring,chum phot,n
ຈຸມພົດ,circlet or crown surrounding a chignon to hold it in place,chum phot,n
ຈຸມພົນ,army commander,chum phon,n
ຈຸມພົນ,commander-in-chief,chum phon,n
ຈຸ່ມ,immerse,chum,v
ຈຸ່ມ,plunge something into water,chum,v
ຈຸ່ມ,dip,chum,v
ຈຸ່ມນ້ຳ,soak,chum nam,v
ຈຸ່ມນ້ຳ,immerse,chum nam,v
ຈຸ່ມປາກກາ,dip the pen,chum pha ka,v
ຈຸ່ມທຶນ,lose one’s capital,chum theun,v
ຈຸ່ມມ້ຽນ,die,chum mien,v
ຈຸ້ມ,group,chum,n
ຈຸ້ມ,family,chum,n
ຈຸ້ມ,dynasty,chum,n
ຈຸ້ມເຈື້ອ,group of individuals of the same family name,chum cheu,n
ຈູດ,start or light a fire,chut,v
ຈູດ,burn,chut,v
ຈູດທູບ,light incense,chut thup,v
ຈູດກອກຢາ,light a cigarette,chut kok nya,v
ຈູດທຽນ,light a candle,chut thien,v
ຈູດບໍ່ໄດ້,be unable to burn,chut bor dai,v
ຈູດບໍ່ໄຫມ້,be unable to burn,chut bor mai,v
ຈູດບໍ່ໄໝ້,be unable to burn,chut bor mai,v
ຈູດບ້ານ,burn a house or village,chut ban,v
ຈູດເຜົາ,burn,chut fow,v
ຈູດໄຟ,start a fire,chut phai,v
ຈູດໄຮ່,burn off a mountain field,chut hai,v
ຈູດເຮືອນ,burn down a house,chut heun,v
ຈູດລູດ,large and ugly,chut lut,adj
ຈູບ,kiss,chup,v
ຈູບຫອຍ,suck a snail from shell,chup hoy,v
ຈູບກອດ,hug and kiss,chup kot,v
ຈູບປາກ,kiss,chup phak,v
ເຈັກ,Chinese ( slang ),jek,v
ເຈັດ,the number seven ( 7 ),chet,n
ເຈັດ,number seven ( 7 ),chet,pron
ເຈັດສິບ,seventy ( 70 ),chet sip,n
ເຈັດສິບ,seventy ( 70 ),chet sip,pron
ເຈັບ,sick,chep,adj
ເຈັບ,ill,chep,adj
ເຈັບ,not well,chep,adj
ເຈັບແຂ້ວ,tooth ache,chep khaov,v
ເຈັບຄໍ,have a sore throat,chep khor,v
ເຈັບຄີງ,ache all over,chep kherng,v
ເຈັບໃຈ,have hurt feelings,chep chay,v
ເຈັບໃຈ,resentful,chep chay,v
ເຈັບໃຈ,to vex,chep chay,v
ເຈັບຕັບ,liver ache,chep tap,adj
ເຈັບຕັບ,hepatitis,chep tap,adj
ເຈັບຕາ,have a pain in the eyes,chep ta,v
ເຈັບທ້ອງ,have a pain in the abdomen or stomach ache,chep thong,v
ເຈັບປ່ວຍ,be sick,chep phoy,v
ເຈັບປ່ວຍ,pain,chep phoy,v
ເຈັບປ່ວຍ,hurt,chep phoy,v
ເຈັບປ່ວຍ,ill,chep phoy,v
ເຈັບປວດ,pain,chep phot,v
ເຈັບປວດ,hurt,chep phot,v
ເຈັບປວດ,suffer,chep phot,v
ເຈັບຫົວ,have a head ache,chep huo,v
ເຈັບຫນັກ,be seriously ill or wounded,chep nak,v
ເຈັບຫນ້າເອິກ,have a chest illness,chep na ern,v
ເຈັບໜັກ,be seriously ill or wounded,chep nak,v
ເຈັບໜ້າເອິກ,have a chest illness,chep na ern,v
ເຈັບຫລາຍ,very painfuk,chep lay,adj
ເຈັບຫຼາຍ,very painfuk,chep lay,adj
ເຈັບເອັນ,have neuritis,chep an,v
ເຈັບແອວ,have lumbago,chep ow,v
ເຈັບເກົ້າເມົາຫົວ,have a headache,chep kow mow hua,v
ເຈັບໄຂ້,sick,chep kai,adj
ເຈັບໄຂ້,feverih,chep kai,adj
ເຈັບໄຂ້ໄດ້ປ່ວຍ,sick,chep kai dai phoy,adj
ເຈັບແຄ້ນ,resent,chep khaen,v
ເຈັບຈຸກ,an acute pain in the abdomen,chep chuk,v
ເຈັບສຽບ,feel a sharp,chep sieb,v
ເຈັບຊ້ຳນ້ຳໃຈ,have hurt feelings,chep som nam chay,v
ເຈັບດູກເຈັບເອັນ,hurt all over,chep dok chep an,v
ເຈັບຕາແດງ,have conjunctivities,chep ta deng,v
ເຈັບຕົວ,get hurt,chep tao,v
ເຈັບທ້ອງຍື່ງ,have dyspepsia,chep thong nyerng,v
ເຈັບໃນຕາ,have conjunctivities,chep nai ta,v
ເຈັບບິດ,have dysentery,chep bit,v
ເຈັບເປັນ,be ill (slang),chep phen,v
ເຈັບເຫງືອກ,gingivities,chep ngeuk,b
ເຈັບເອັນເຈັບເສັ້ນ,have neuralgia,chep an chep sen,v
ແຈບ,well-fitting,chaep,adj
ເຈັກ,younger paternal uncle,jek,n
ເຈັກຈີນ,adj,chek chin,n
ເຈນ,"well-versed, skilled",chen,adj
ເຈນໃຈ,retentive memory,chen chay,adj
ເຈນຈັດ,be knowledgeable in,chen chat,v
ເຈນຈົບ,well-versed,chen chop,adj
ເຈນຈົບ,skilled,chen chop,adj
ເຈນຕາ,familiar to the eye,chen ta,adj
ເຈນມື,apt,chen meu,adj
ເຈນມື,skilled,chen meu,adj
ແຈນໆ,of repeated,chaen chaen,n
ແຈນແວນ,zool bird of the sparrow family,chaen vaen,n
ແຈ້ນ,a small,chaen,n
ແຈ້ນ,low cup or glass,chaen,n
ແຈ້ນເຫລົາ,shot glass for liquor,chaen laow,n
ແຈ້ນເຫຼັ້າ,shot glass for liquor,chaen laow,n
ແຈກ,distribute,chaek,v
ແຈກ,disseminate,chaek,v
ແຈກຢາຍ,distribute,chaek nyay,v
ແຈກລາງວັນ,distribute prizes,chaek lang van,v
ແຈກກັນ,distribute,chaek kan,v
ແຈກເຂົ້າ,make am offering of food to the dead in a religious cermony,chaek khao,v
ແຈກຈັງຫັນ,offer a morning meal to a bonze,chaek chang han,v
ແຈກຈ່າຍອອກໄປ,give away,chaek nyay oak pai,v
ແຈກອາວຸດ,distribute arms,chaek a vut,v
ແຈກອາວຸດ,arm,chaek a vut,v
